ID	start	end	strand
gene_12569	2899906	2901166	1
gene_13237	2901361	2902773	-1
gene_13238	2905180	2910072	-1
gene_12570	2918750	2921758	1
gene_13239	2950179	2955538	-1
gene_13240	2957923	2958546	-1
gene_12571	2965140	2974766	1
gene_13241	2979118	2979926	-1
gene_13242	2980009	2980550	-1
gene_12572	2984305	2986080	1
gene_12573	2989316	2991696	1
gene_12574	2995493	3012004	1
gene_13243	3016225	3021752	-1
gene_12575	3029665	3031484	1
gene_13244	3032283	3036934	-1
gene_12576	3040041	3044689	1
gene_13245	3045946	3047711	-1
gene_12577	3053115	3054632	1
gene_12578	3057141	3058552	1
gene_13246	3059583	3061211	-1
gene_12579	3062328	3063255	1
gene_12580	3065780	3074145	1
gene_13247	3084907	3098414	-1
gene_13248	3104398	3105864	-1
gene_13249	3114877	3116424	-1
gene_12581	3117727	3123215	1
gene_12582	3132155	3135916	1
gene_12583	3140622	3145679	1
gene_12584	3175823	3213607	1
gene_13250	3222333	3223791	-1
gene_12587	3229688	3233986	1
gene_12586	3236554	3238903	1
gene_12585	3245307	3255208	1
gene_13251	3257098	3263667	-1
gene_12588	3266105	3268534	1
gene_12589	3287552	3311830	1
gene_13252	3313644	3317308	-1
gene_13253	3319979	3328673	-1
gene_13254	3333009	3333846	-1
gene_13255	3343647	3344750	-1
gene_13256	3347951	3356159	-1
gene_13257	3369364	3371073	-1
gene_12590	3373944	3378227	1
gene_13258	3407969	3415432	-1
gene_12591	3420113	3420948	1
gene_12592	3434401	3439799	1
gene_12593	3455423	3466831	1
gene_13259	3472593	3492603	-1
gene_12594	3503829	3515735	1
gene_12595	3517327	3519222	1
gene_12596	3520670	3522621	1
gene_13260	3524615	3530675	-1
gene_12597	3525645	3526803	1
gene_12598	3618839	3628118	1
gene_12599	3661562	3663232	1
gene_13261	3677112	3684679	-1
gene_12600	4042556	4046480	1
gene_12601	4120700	4126702	1
gene_13262	4128650	4132700	-1
gene_12602	4171843	4201528	1
gene_13263	4208698	4217127	-1
gene_13264	4220803	4278235	-1
gene_13265	4297822	4299204	-1
gene_13266	4310537	4364384	-1
gene_13267	4371420	4372758	-1
gene_13268	4382470	4390242	-1
gene_13269	4416473	4421232	-1
gene_13270	4426182	4444441	-1
gene_13271	4439426	4440088	-1
gene_12603	4462362	4465555	1
gene_12604	4481170	4496191	1
gene_13272	4507270	4512816	-1
gene_13273	4532314	4534053	-1
gene_13274	4543305	4544944	-1
gene_12605	4547261	4548638	1
gene_12606	4563322	4564186	1
gene_13275	4565833	4570791	-1
gene_12607	4593824	4595205	1
gene_13276	4604384	4605200	-1
gene_12608	4614533	4615994	1
gene_13277	4616842	4624323	-1
gene_12609	4619644	4621509	1
gene_13278	4640135	4642888	-1
gene_12610	4644739	4645964	1
gene_13279	4647519	4650654	-1
gene_12611	4652184	4654622	1
gene_13280	4655232	4656250	-1
gene_12612	4723602	4728249	1
gene_12613	4809348	4829636	1
gene_13281	4855846	4897304	-1
gene_12614	4936239	4939008	1
gene_13282	4940737	4945834	-1
gene_13283	4948800	4950324	-1
gene_12615	4956103	4957435	1
gene_12616	4959453	4961210	1
gene_12617	4965238	4970563	1
gene_12618	4983633	4991217	1
gene_13284	4992173	4993517	-1
gene_12619	4995100	4996213	1
gene_13285	5001055	5002044	-1
gene_13286	5017183	5020132	-1
gene_12620	5021892	5023163	1
gene_12621	5025444	5030180	1
gene_12622	5032864	5033484	1
gene_12623	5035619	5045074	1
gene_13287	5045576	5046119	-1
gene_13288	5048547	5049634	-1
gene_13289	5049931	5051009	-1
gene_13290	5067657	5070967	-1
gene_13291	5074682	5075181	-1
gene_13292	5075929	5076421	-1
gene_13293	5079679	5082029	-1
gene_12624	5150439	5152440	1
gene_13294	5153056	5155518	-1
gene_13295	5156301	5159293	-1
gene_12625	5161171	5163191	1
gene_13296	5163205	5164265	-1
gene_13297	5165852	5167093	-1
gene_13298	5168398	5169458	-1
gene_13299	5170918	5180093	-1
gene_12626	5174867	5176330	1
gene_13300	5190235	5227572	-1
gene_12627	5344418	5352029	1
gene_12628	5356858	5357512	1
gene_12629	5364241	5364955	1
gene_12630	5369463	5370309	1
gene_12631	5372004	5381986	1
gene_13301	5382744	5405232	-1
gene_12632	5390886	5397664	1
gene_13302	5410545	5423981	-1
gene_12633	5448883	5449959	1
gene_12634	5455524	5456525	1
gene_12635	5467044	5471214	1
gene_13303	5473777	5476649	-1
gene_13304	5482960	5495169	-1
gene_12636	5498774	5499646	1
gene_13305	5502767	5508705	-1
gene_12637	5512317	5513588	1
gene_12638	5517859	5522168	1
gene_13306	5522079	5522916	-1
gene_13307	5524757	5527236	-1
gene_12639	5531065	5532381	1
gene_13308	5537017	5544362	-1
gene_13309	5552674	5554962	-1
gene_13310	5554996	5563748	-1
gene_12640	5585004	5585660	1
gene_13311	5649089	5650628	-1
gene_13312	5650750	5657405	-1
gene_13313	5702975	5715685	-1
gene_12641	5720777	5734730	1
gene_12642	5745905	5750664	1
gene_13314	5754802	5757204	-1
gene_12643	5760610	5761633	1
gene_13315	5764678	5772527	-1
gene_12644	5773873	5774913	1
gene_13316	5777980	5779937	-1
gene_12645	5782524	5784586	1
gene_12646	5787174	5788165	1
gene_13317	5790226	5793029	-1
gene_13318	5797887	5800272	-1
gene_12647	5810643	5816536	1
gene_13319	5820186	5822192	-1
gene_13320	5825511	5855867	-1
gene_13321	5882573	5891013	-1
gene_13322	5894749	5897854	-1
gene_13323	5905224	5908769	-1
gene_12648	5913038	5916911	1
gene_12649	5918967	5919624	1
gene_13324	5920327	5921671	-1
gene_13325	5926005	5927724	-1
gene_13326	5933560	5934962	-1
gene_12650	5935432	5937372	1
gene_12651	5941331	5945866	1
gene_12652	5959252	5971583	1
gene_12653	6023810	6031690	1
gene_13327	6090122	6100371	-1
gene_12654	6159087	6165927	1
gene_12655	6167243	6167953	1
gene_13328	6171563	6174052	-1
gene_13329	6176831	6177613	-1
gene_13330	6179365	6185106	-1
gene_12656	6203953	6205702	1
gene_12657	6208579	6215850	1
gene_13331	6217346	6218961	-1
gene_13332	6250467	6252130	-1
gene_13333	6294895	6299925	-1
gene_12658	6334071	6337743	1
gene_13334	6348117	6350877	-1
gene_12659	6366177	6367832	1
gene_13335	6367895	6368745	-1
gene_12660	6370301	6370749	1
gene_13336	6373841	6396116	-1
gene_12661	6501569	6512926	1
gene_12662	6555486	6558520	1
gene_13337	6768704	6775130	-1
gene_13338	6775167	6777790	-1
gene_13339	6784663	6786710	-1
gene_13340	6789645	6790004	-1
gene_13341	6791559	6792599	-1
gene_12663	6795699	6818653	1
gene_13342	6807783	6809905	-1
gene_13343	6824129	6830246	-1
gene_13344	6867625	6878301	-1
gene_12664	6882516	6883568	1
gene_12665	6887636	6890375	1
gene_13345	6891476	6893188	-1
gene_12666	6898784	6909057	1
gene_12667	6916871	6918373	1
gene_13346	6924077	6934810	-1
gene_12668	6962195	6963199	1
gene_12669	6968818	6971779	1
gene_13347	6991869	7065462	-1
gene_13348	7030668	7034848	-1
gene_13349	7096149	7129506	-1
gene_12670	7113571	7116066	1
gene_13350	7147147	7148323	-1
gene_13351	7150725	7153171	-1
gene_12671	7156127	7157978	1
gene_13352	7162345	7183510	-1
gene_13353	7194835	7210391	-1
gene_13354	7221741	7224552	-1
gene_12672	7227123	7227808	1
gene_12673	7231034	7232282	1
gene_12674	7235916	7237678	1
gene_13355	7242288	7250898	-1
gene_13356	7268968	7269780	-1
gene_12675	7271671	7272558	1
gene_13357	7274918	7277452	-1
gene_12676	7278181	7280197	1
gene_13358	7284490	7286498	-1
gene_12677	7287278	7288536	1
gene_13359	7292918	7309700	-1
gene_12678	7313620	7316321	1
gene_13360	7317039	7317914	-1
gene_13361	7319605	7320523	-1
gene_13362	7329150	7332897	-1
gene_13363	7340406	7344548	-1
gene_12679	7351567	7359934	1
gene_13364	7367437	7372462	-1
gene_12680	7395663	7406535	1
gene_13365	7415212	7419418	-1
gene_12681	7423832	7428714	1
gene_13366	7432640	7438177	-1
gene_12682	7440558	7441644	1
gene_13367	7441815	7442432	-1
gene_13368	7445914	7446720	-1
gene_13369	7474858	7475836	-1
gene_13370	7482660	7505327	-1
gene_13371	7508813	7510902	-1
gene_12683	7557655	7558410	1
gene_12684	7580524	7585765	1
gene_13372	7591794	7599730	-1
gene_12685	7635909	7640669	1
gene_13373	7659846	7661572	-1
gene_13374	7664440	7665041	-1
gene_13375	7668573	7676628	-1
gene_13376	7679405	7681706	-1
gene_12686	7683477	7690421	1
gene_13377	7692277	7695652	-1
gene_12687	7703961	7717055	1
gene_12688	7737455	7738054	1
gene_13378	7741858	7744497	-1
gene_13379	7748212	7752167	-1
gene_12689	7757921	7763790	1
gene_13380	7768299	7769741	-1
gene_13381	7774244	7775578	-1
gene_13382	7779133	7780477	-1
gene_13383	7784248	7785685	-1
gene_13384	7787821	7789376	-1
gene_13385	7793634	7795187	-1
gene_12690	7806043	7807626	1
gene_12691	7810226	7811212	1
gene_12692	7814880	7821636	1
gene_13386	7825875	7828282	-1
gene_13387	7834679	7859664	-1
gene_13388	7865247	7866349	-1
gene_13389	7870052	7871396	-1
gene_12693	7876524	7879106	1
gene_12694	7886726	7890804	1
gene_13390	7890870	7891851	-1
gene_13391	7896818	7923563	-1
gene_12695	7930301	7938075	1
gene_13392	7941165	7950553	-1
gene_12696	7956580	7963573	1
gene_13393	7967794	7970401	-1
gene_12697	7971952	7974601	1
gene_12698	7978507	7983102	1
gene_12699	7992212	7997336	1
gene_13394	8010566	8038473	-1
gene_13395	8052256	8054915	-1
gene_12700	8058814	8072745	1
gene_12701	8082229	8087283	1
gene_12702	8105865	8119931	1
gene_12703	8123850	8127056	1
gene_13396	8131391	8135055	-1
gene_12704	8138045	8142099	1
gene_12705	8149313	8151204	1
gene_13397	8159575	8180431	-1
gene_13398	8224023	8225595	-1
gene_12706	8258778	8261834	1
gene_12707	8272020	8292755	1
gene_12708	8305036	8306196	1
gene_13399	8308090	8312202	-1
gene_12709	8362899	8397448	1
gene_13400	8451931	8454587	-1
gene_13401	8461879	8462919	-1
gene_12710	8466354	8476659	1
gene_13402	8467862	8469065	-1
gene_13403	8479466	8480172	-1
gene_12711	8483145	8491756	1
gene_13404	8527172	8549228	-1
gene_12712	8581445	8582227	1
gene_13405	8621215	8644332	-1
gene_12713	8717131	8718134	1
gene_13406	8718348	8718680	-1
gene_12714	8727692	8733197	1
gene_12715	8733561	8739067	1
gene_13407	8741908	8742492	-1
gene_13408	8743467	8748245	-1
gene_12716	8755126	8755680	1
gene_12717	8764401	8789179	1
gene_13409	8791040	8791873	-1
gene_12718	8792735	8793427	1
gene_13410	8794958	8795450	-1
gene_12719	8801059	8802808	1
gene_13411	8803342	8803780	-1
gene_13412	8804992	8805468	-1
gene_13413	8812340	8817856	-1
gene_12720	8834022	8838469	1
gene_12721	8842486	8845706	1
gene_12722	8843005	8843409	1
gene_12723	8847374	8848054	1
gene_12724	8868410	8887475	1
gene_13414	8899227	8945607	-1
gene_12725	8993336	8997651	1
gene_12726	9000614	9001970	1
gene_13415	9005045	9005701	-1
gene_12727	9011629	9015990	1
gene_12728	9091364	9121907	1
gene_12729	9137935	9138752	1
gene_12730	9141318	9150619	1
gene_13416	9154027	9154418	-1
gene_13417	9157339	9158029	-1
gene_13418	9187522	9188800	-1
gene_13419	9190642	9191490	-1
gene_12731	9264629	9318554	1
gene_12732	9343724	9349886	1
gene_13420	9350050	9359383	-1
gene_13421	9438890	9456413	-1
gene_12733	9490691	9491538	1
gene_12734	9522550	9525315	1
gene_13422	9529651	9533831	-1
gene_12735	9539474	9540540	1
gene_12736	9540666	9541382	1
gene_12737	9546698	9553861	1
gene_13423	9589545	9590018	-1
gene_13424	9595434	9600312	-1
gene_12738	9605196	9614701	1
gene_12739	9622991	9636854	1
gene_13425	9641442	9644879	-1
gene_12740	9647835	9648830	1
gene_13426	9651438	9663599	-1
gene_13427	9667490	9668233	-1
gene_12741	9673144	9674982	1
gene_13428	9676148	9679577	-1
gene_13429	9689890	9690896	-1
gene_12742	9710729	9714114	1
gene_12743	9724419	9726624	1
gene_13430	9734478	9745672	-1
gene_13431	9804902	9817930	-1
gene_12744	9841171	9843517	1
gene_12745	9845915	9850935	1
gene_13432	9855579	9861672	-1
gene_12746	9863105	9863572	1
gene_13433	9866972	9868570	-1
gene_12747	9872152	9873309	1
gene_13434	9873798	9877528	-1
gene_12748	9881027	9887679	1
gene_12749	9891274	9896387	1
gene_13435	9899427	9903048	-1
gene_12750	9910989	9917885	1
gene_13436	9918745	9922120	-1
gene_12751	9924551	9926943	1
gene_13437	9927146	9927569	-1
gene_12752	9933164	9960990	1
gene_13438	9964502	9968372	-1
gene_12753	9970291	9972733	1
gene_12754	9980360	9996202	1
gene_12755	10023085	10034360	1
gene_13439	10044025	10048237	-1
gene_13440	10051350	10053854	-1
gene_12756	10061626	10063390	1
gene_13441	10068301	10070090	-1
gene_12757	10079532	10096341	1
gene_12758	10099092	10100153	1
gene_12759	10105210	10110208	1
gene_12760	10111076	10111585	1
gene_12761	10112822	10113393	1
gene_12762	10115897	10122459	1
gene_12763	10124635	10125851	1
gene_12764	10127674	10132730	1
gene_13442	10137552	10146443	-1
gene_13443	10156659	10160836	-1
gene_12765	10163078	10174291	1
gene_13444	10177231	10182510	-1
gene_13445	10197060	10202027	-1
gene_12766	10205607	10210731	1
gene_13446	10210930	10211473	-1
gene_12767	10234420	10237138	1
gene_12768	10553052	10559163	1
gene_13447	10565224	10566979	-1
gene_12769	10580193	10621865	1
gene_12770	10630133	10636907	1
gene_12771	10667863	10670002	1
gene_12772	10670916	10675017	1
gene_13448	10675163	10682573	-1
gene_13449	10685690	10701519	-1
gene_12773	10705280	10706503	1
gene_13450	10707485	10708373	-1
gene_12774	10709931	10722896	1
gene_12775	10724416	10725921	1
gene_13451	10727086	10728297	-1
gene_12776	10734988	10741853	1
gene_13452	10745725	10746105	-1
gene_13453	10755992	10764223	-1
gene_13454	10766617	10767140	-1
gene_12777	10769077	10769495	1
gene_12778	10876106	10876747	1
gene_12779	10942014	10943195	1
gene_12780	10986118	10987886	1
gene_13455	11127391	11128569	-1
gene_12781	11128900	11130105	1
gene_12782	11130455	11131693	1
gene_12783	11132149	11133441	1
gene_12784	11136021	11137226	1
gene_13456	11238351	11243942	-1
gene_12785	11249320	11253468	1
gene_13457	11254361	11255644	-1
gene_12786	11258064	11260634	1
gene_13458	11261120	11261865	-1
gene_12787	11264188	11267044	1
gene_13459	11272942	11281638	-1
gene_12788	11278390	11281047	1
gene_12789	11287001	11297636	1
gene_13460	11300416	11303244	-1
gene_12790	11305377	11305799	1
gene_12791	11308716	11311898	1
gene_13461	11317142	11323631	-1
gene_12792	11331518	11333997	1
gene_12793	11350848	11351555	1
gene_12794	11355882	11360575	1
gene_12795	11364129	11364860	1
gene_12796	11372085	11372816	1
gene_12797	11380282	11381013	1
gene_13462	11381695	11391995	-1
gene_13463	11396716	11414251	-1
gene_13464	11418489	11422874	-1
gene_12798	11435277	11436889	1
gene_13465	11440342	11443554	-1
gene_12799	11451571	11461623	1
gene_12800	11472287	11476522	1
gene_12801	11478496	11479773	1
gene_12802	11481625	11482629	1
gene_13466	11484263	11485198	-1
gene_13467	11487548	11488381	-1
gene_13468	11491414	11492247	-1
gene_13469	11493979	11494914	-1
gene_13470	11531479	11551779	-1
gene_12803	11546938	11550276	1
gene_13471	11569634	11581288	-1
gene_12804	11652058	11653842	1
gene_13472	11655863	11656975	-1
gene_13473	11705501	11707190	-1
gene_13474	11710576	11711706	-1
gene_13475	11729987	11734852	-1
gene_13476	11737559	11740634	-1
gene_12805	11746765	11747927	1
gene_12806	11754604	11757278	1
gene_13477	11760812	11761380	-1
gene_12807	11763748	11765544	1
gene_12808	11769417	11771743	1
gene_13478	11774087	11776408	-1
gene_13479	11784461	11798319	-1
gene_12809	11820239	11825407	1
gene_13480	11837773	11845691	-1
gene_12810	11860385	11863479	1
gene_12811	11873014	11879862	1
gene_12812	11886279	11891925	1
gene_13481	11894558	11894882	-1
gene_12813	11905199	11905657	1
gene_13482	11910040	11915330	-1
gene_13483	11918334	11936332	-1
gene_13484	12072379	12076382	-1
gene_13485	12099387	12100319	-1
gene_12814	12126834	12134772	1
gene_13486	12141110	12144880	-1
gene_12815	12171590	12174068	1
gene_12816	12181017	12182676	1
gene_13487	12182792	12183406	-1
gene_12817	12186498	12187796	1
gene_13488	12190683	12191521	-1
gene_12818	12196820	12210232	1
gene_13489	12223985	12231944	-1
gene_12819	12236400	12246370	1
gene_12820	12340114	12356822	1
gene_12821	12457365	12467940	1
gene_13490	12488448	12488999	-1
gene_13491	12492706	12493470	-1
gene_13492	12494942	12495208	-1
gene_13493	12499281	12499546	-1
gene_12822	12500736	12501013	1
gene_13494	12502348	12503147	-1
gene_12823	12525394	12527591	1
gene_13495	12527855	12528440	-1
gene_13496	12535891	12543132	-1
gene_12824	12555190	12558461	1
gene_12825	12582383	12596094	1
gene_12826	12600023	12601146	1
gene_13497	12601455	12604034	-1
gene_12827	12608785	12614554	1
gene_12828	12622278	12628961	1
gene_12829	12651371	12664258	1
gene_13498	12675782	12677412	-1
gene_13499	12680116	12681068	-1
gene_13500	12683180	12683888	-1
gene_12830	12688450	12689073	1
gene_12831	12694869	12695492	1
gene_12832	12705974	12729768	1
gene_13501	12735423	12736362	-1
gene_12833	12737279	12738292	1
gene_13502	12742373	12743806	-1
gene_12834	12744729	12746164	1
gene_13503	12750248	12751261	-1
gene_12835	12754855	12770478	1
gene_13504	12773065	12779323	-1
gene_12836	12796065	12810022	1
gene_13505	12830068	12836950	-1
gene_12837	12839584	12841674	1
gene_13506	12862565	12865042	-1
gene_13507	13108139	13112161	-1
gene_12838	13121859	13131914	1
gene_13508	13132650	13137673	-1
gene_12839	13158816	13187017	1
gene_12840	13196426	13199025	1
gene_12841	13205173	13212634	1
gene_13509	13217280	13219261	-1
gene_13510	13221928	13223042	-1
gene_13511	13225594	13232130	-1
gene_12842	13277137	13293297	1
gene_12843	13304742	13310853	1
gene_13512	13436333	13440400	-1
gene_13513	13466336	13468429	-1
gene_12844	13475695	13477043	1
gene_12845	13481497	13483558	1
gene_13514	13487142	13490892	-1
gene_12846	13497337	13498406	1
gene_13515	13502844	13505130	-1
gene_12847	13513075	13517226	1
gene_13516	13513825	13514382	-1
gene_13517	13522089	13523427	-1
gene_12848	13526822	13527514	1
gene_13518	13534651	13535133	-1
gene_13519	13536575	13545185	-1
gene_12849	13557462	13558337	1
gene_13520	13564103	13564657	-1
gene_13521	13580031	13631765	-1
gene_12850	13591444	13592811	1
gene_12851	13673065	13674567	1
gene_12852	13674828	13675598	1
gene_13522	13736859	13739851	-1
gene_12853	13771250	13779409	1
gene_13523	13780961	13789244	-1
gene_12854	13794237	13796040	1
gene_12855	13801422	13803564	1
gene_12856	13815207	13816011	1
gene_13524	13817900	13818661	-1
gene_13525	13818773	13819036	-1
gene_12857	13823076	13830359	1
gene_12858	13832203	13834691	1
gene_13526	13836431	13838892	-1
gene_12859	13847703	13849413	1
gene_13527	13850743	13851947	-1
gene_12860	13854495	13855267	1
gene_12861	13855727	13857147	1
gene_13528	13859858	13860719	-1
gene_13529	13862111	13864038	-1
gene_12862	13867228	13872096	1
gene_13530	13887024	13893378	-1
gene_13531	13901523	13905881	-1
gene_12863	13918328	13921093	1
gene_13532	13926782	13927975	-1
gene_13533	13936712	13939159	-1
gene_13534	13940640	13941548	-1
gene_12864	13962018	13970411	1
gene_13535	13977962	13992265	-1
gene_13536	13998489	14008127	-1
gene_12865	14023704	14024591	1
gene_13537	14032145	14035222	-1
gene_13538	14045377	14061850	-1
gene_12866	14311562	14312108	1
gene_13539	14312425	14312896	-1
gene_12867	14315735	14316400	1
gene_13540	14321382	14339368	-1
gene_12868	14346840	14348764	1
gene_13541	14354112	14363433	-1
gene_12869	14379834	14384305	1
gene_12870	14390743	14407900	1
gene_13542	14416146	14419264	-1
gene_13543	14458531	14459464	-1
gene_13544	14479651	14483378	-1
gene_12871	14495750	14502831	1
gene_13545	14506724	14507246	-1
gene_13546	14509801	14511213	-1
gene_12872	14515383	14524144	1
gene_13547	14529516	14541423	-1
gene_12873	14618200	14635377	1
gene_13548	14666955	14674388	-1
gene_12874	14801203	14807192	1
gene_13549	14807625	14813270	-1
gene_12875	14821012	14821707	1
gene_12876	14833954	14835094	1
gene_13550	14870083	14871393	-1
gene_13551	14895406	14896641	-1
gene_13552	14900778	14903440	-1
gene_12877	14905529	14906277	1
gene_13553	14908813	14938754	-1
gene_12878	14956067	14964703	1
gene_13554	14979177	14979861	-1
gene_12879	14982287	14985309	1
gene_12880	15004224	15015579	1
gene_12881	15090270	15090681	1
gene_12882	15129927	15130338	1
gene_12883	15177824	15178235	1
gene_12884	15212936	15213347	1
gene_13555	15335872	15337959	-1
gene_13556	15404232	15406183	-1
gene_12885	15416282	15418203	1
gene_13557	15451268	15452322	-1
gene_13558	15471013	15471501	-1
gene_13559	15471505	15476248	-1
gene_12886	15474079	15474637	1
gene_12887	15481165	15494619	1
gene_12888	15494712	15497051	1
gene_12889	15502684	15507442	1
gene_13560	15511601	15514208	-1
gene_13561	15517890	15520008	-1
gene_12890	15523922	15528067	1
gene_12891	15531129	15539342	1
gene_13562	15542750	15546406	-1
gene_12892	15549195	15550220	1
gene_12893	15553165	15556689	1
gene_13563	15557440	15558013	-1
gene_12894	15587685	15589767	1
gene_12895	15597338	15600955	1
gene_13564	15604187	15614888	-1
gene_13565	15616882	15618618	-1
gene_13566	15636119	15641008	-1
gene_12896	15701859	15704012	1
gene_13567	15708049	15713674	-1
gene_12897	15716920	15718580	1
gene_12898	15723075	15724139	1
gene_13568	15726863	15727991	-1
gene_13569	15736096	15742959	-1
gene_12899	15820836	15824194	1
gene_12900	15837367	15850021	1
gene_13570	15853269	15866745	-1
gene_13571	15870544	15870711	-1
gene_12901	15874178	15875420	1
gene_13572	15878221	15878782	-1
gene_13573	15881463	15883170	-1
gene_13574	15889942	15892760	-1
gene_13575	15899250	15919616	-1
gene_13576	15927418	15928306	-1
gene_12902	15930527	15932451	1
gene_13577	15934657	15936012	-1
gene_12903	15970542	15973283	1
gene_13578	15976409	15978604	-1
gene_12904	15980596	15981469	1
gene_12905	15984333	15990001	1
gene_12906	15990104	15991189	1
gene_13579	16002763	16009946	-1
gene_12907	16012649	16015703	1
gene_12908	16156751	16179722	1
gene_12909	16235539	16238668	1
gene_13580	16247674	16280557	-1
gene_12910	16294268	16294929	1
gene_12911	16319787	16322049	1
gene_12912	16364645	16379550	1
gene_13581	16390247	16400603	-1
gene_13582	16456970	16457595	-1
gene_12913	16571937	16575620	1
gene_12914	16667227	16678277	1
gene_12915	16757701	16758816	1
gene_13583	16764154	16766044	-1
gene_12916	16780791	16791209	1
gene_13584	16810913	16816430	-1
gene_13585	16839874	16842132	-1
gene_13586	16846407	16848117	-1
gene_13587	16849713	16850887	-1
gene_13588	16854265	16855920	-1
gene_12917	16863206	16869393	1
gene_13589	16871196	16874983	-1
gene_13590	16880231	16884253	-1
gene_12918	16886647	16888381	1
gene_13591	16889635	16890427	-1
gene_12919	16891665	16899422	1
gene_13592	16906275	16907498	-1
