ID	start	end	strand
gene-LOC120896116	1606554	1610774	1
gene-LOC120896113	1611641	1625963	-1
gene-LOC120896117	1614620	1616720	1
gene-LOC120896111	1617495	1625677	1
gene-LOC120896115	1626001	1628739	1
gene-LOC120896112	1629180	1636393	-1
gene-LOC120896118	1632488	1633189	1
gene-LOC120896114	1636475	1638513	-1
gene-LOC120896935	1643741	1646150	-1
gene-LOC120896934	1647151	1649548	1
gene-LOC120896924	1650164	1658554	-1
gene-LOC120896926	1651756	1675739	1
gene-LOC120896941	1659185	1660341	1
gene-LOC120896945	1660343	1660762	1
gene-LOC120896931	1660725	1662806	-1
gene-LOC120896928	1662832	1665175	1
gene-LOC120896925	1665190	1670534	-1
gene-LOC120896940	1670867	1672031	-1
gene-LOC120896942	1675433	1676251	-1
gene-LOC120896944	1676549	1681517	1
gene-LOC120896937	1677978	1679604	-1
gene-LOC120896939	1681648	1759592	1
gene-LOC120896933	1707574	1709278	1
gene-LOC120896932	1710400	1712115	1
gene-LOC120896927	1712769	1715120	1
gene-LOC120896930	1752979	1762088	-1
gene-LOC120896938	1762087	1763955	1
gene-LOC120896936	1763943	1765769	-1
gene-LOC120898732	1766037	1773547	1
gene-LOC120898734	1773597	1780620	-1
gene-LOC120898733	1781971	1789166	1
gene-LOC120898736	1788976	1790165	-1
gene-LOC120908382	1795698	1849548	1
gene-LOC120893933	1855344	1903132	-1
gene-LOC120893932	1898397	1900503	1
gene-LOC120893833	1919768	1921174	1
gene-LOC120896491	1948276	1954970	1
gene-LOC120908617	1960977	1984993	1
gene-LOC120908618	1985241	1989610	-1
gene-LOC120893856	1990134	1993885	1
gene-LOC120893858	1998077	2000600	1
gene-LOC120894747	2033661	2034852	-1
gene-LOC120897478	2036393	2037478	-1
gene-LOC120897476	2038520	2039688	1
gene-LOC120896338	2040274	2041205	-1
gene-LOC120896353	2041757	2048198	-1
gene-LOC120897480	2043964	2045074	1
gene-LOC120897477	2045202	2046774	1
gene-LOC120897479	2048609	2049782	-1
gene-LOC120897475	2049902	2052020	-1
gene-LOC120897473	2052947	2060158	1
gene-LOC120897474	2060173	2065961	-1
gene-LOC120908431	2066228	2072116	-1
gene-LOC120908435	2072322	2073053	-1
gene-LOC120908433	2073144	2074551	-1
gene-LOC120908432	2080701	2091012	1
gene-LOC120903450	2095860	2098189	1
gene-LOC120903476	2098190	2101514	-1
gene-LOC120903469	2100562	2102303	1
gene-LOC120903458	2102376	2104172	1
gene-LOC120903415	2104648	2128999	-1
gene-LOC120893216	2129965	2136974	1
gene-LOC120893218	2137048	2138662	-1
gene-LOC120895048	2139010	2150924	1
gene-LOC120895049	2150918	2152362	-1
gene-LOC120896369	2152519	2164715	1
gene-LOC120895046	2165169	2180513	-1
gene-LOC120897005	2180719	2190214	1
gene-LOC120894781	2191074	2191720	1
gene-LOC120894780	2191086	2192764	-1
gene-LOC120894779	2192857	2194589	1
gene-LOC120894782	2194523	2195803	-1
gene-LOC120894991	2197909	2202506	1
gene-LOC120898387	2203889	2272474	1
gene-LOC120898390	2212989	2266629	-1
gene-LOC120898391	2272535	2278374	1
gene-LOC120898389	2278981	2283045	1
gene-LOC120898392	2283170	2285737	1
gene-LOC120898388	2285951	2300817	-1
gene-LOC120895226	2371312	2473616	1
gene-LOC120895227	2473794	2475019	-1
gene-LOC120895225	2475276	2478492	1
gene-LOC120895224	2478493	2507423	-1
gene-LOC120895715	2507774	2511393	-1
gene-LOC120896804	2540153	2574424	-1
gene-LOC120896805	2592792	2606037	-1
gene-LOC120894776	2618170	2622288	1
gene-LOC120894774	2622031	2625445	-1
gene-LOC120903570	2625922	2628420	1
gene-LOC120903546	2629114	2648330	1
gene-LOC120903580	2648432	2650206	-1
gene-LOC120903559	2650504	2656265	1
gene-LOC120903597	2656755	2658697	-1
gene-LOC120901602	2664547	2666305	1
gene-LOC120901609	2666159	2667082	-1
gene-LOC120901596	2667232	2668489	-1
gene-LOC120901591	2668514	2670574	-1
gene-LOC120901620	2726502	2736628	1
gene-LOC120893712	2743653	2811855	-1
gene-LOC120893716	2806841	2807854	1
gene-LOC120893715	2811937	2813133	1
gene-LOC120893714	2813056	2814324	-1
gene-LOC120893457	2815325	2836611	-1
gene-LOC120893417	2846722	2849382	1
gene-LOC120893420	2849238	2851348	-1
gene-LOC120893421	2851390	2852081	1
gene-LOC120893419	2852204	2855177	1
gene-LOC120898752	2856010	2872137	1
gene-LOC120898753	2860486	2863419	-1
gene-LOC120898751	2872384	2873521	-1
gene-LOC120898748	2874319	2979273	-1
gene-LOC120908814	2979808	2982342	1
gene-LOC120908817	2982213	2987002	-1
gene-LOC120908813	2982619	2986384	-1
gene-LOC120908811	2986951	2992138	1
gene-LOC120908818	2992137	2994036	-1
gene-LOC120908812	2994093	2997864	1
gene-LOC120908820	2997499	2998447	-1
gene-LOC120908809	2999447	3004028	-1
gene-LOC120908816	3004232	3009659	1
gene-LOC120908815	3009739	3010668	1
gene-LOC120893414	3011125	3051082	1
gene-LOC120896454	3053721	3195191	1
gene-LOC120896457	3091872	3092702	-1
gene-LOC120896456	3093374	3094167	1
gene-LOC120894884	3199230	3200454	1
gene-LOC120894885	3200380	3201627	-1
gene-LOC120895902	3202304	3203206	-1
gene-LOC120896013	3203649	3204502	-1
gene-LOC120895350	3205989	3210654	-1
gene-LOC120895351	3212152	3213442	-1
gene-LOC120908647	3214371	3234323	1
gene-LOC120908645	3236050	3245005	-1
gene-LOC120908648	3239011	3240738	1
gene-LOC120908642	3240961	3263892	1
gene-LOC120908640	3263891	3273152	-1
gene-LOC120908644	3267954	3273152	-1
gene-LOC120908643	3273545	3280551	1
gene-LOC120908646	3280894	3281851	-1
gene-LOC120895243	3282096	3295808	-1
gene-LOC120896234	3304195	3322751	-1
gene-LOC120896235	3308473	3310748	1
gene-LOC120897185	3326007	3327898	1
gene-LOC120896777	3329111	3330951	1
gene-LOC120897669	3331249	3339206	-1
gene-LOC120896368	3340878	3342694	-1
gene-LOC120894149	3345346	3373743	-1
gene-LOC120893500	3377974	3379217	-1
gene-LOC120894263	3380348	3381443	-1
gene-LOC120898406	3381528	3382902	-1
gene-LOC120898407	3383234	3387258	-1
gene-LOC120898404	3385808	3448802	1
gene-LOC120898405	3449671	3451798	1
gene-LOC120898408	3451398	3452035	-1
gene-LOC120896333	3452199	3514265	-1
gene-LOC120896334	3491391	3494536	1
gene-LOC120896283	3514619	3517884	1
gene-LOC120895031	3518290	3524032	1
gene-LOC120896236	3524585	3527236	1
gene-LOC120894116	3527516	3528347	1
gene-LOC120894115	3528256	3531183	-1
gene-LOC120894114	3531492	3534607	-1
gene-LOC120894086	3537288	3581770	1
gene-LOC120908747	3582169	3594411	1
gene-LOC120905795	3595523	3677085	1
gene-LOC120894645	3695674	3751787	1
gene-LOC120893244	3752550	3831463	1
gene-LOC120904985	3835824	3836897	-1
gene-LOC120904952	3837090	3952481	-1
gene-LOC120904912	3952977	3970592	1
gene-LOC120904919	3953094	3956032	1
gene-LOC120904945	3958336	3959658	1
gene-LOC120904932	3971302	3973783	1
gene-LOC120904923	3975113	3977588	1
gene-LOC120904938	3977883	4002614	1
gene-LOC120904982	4002877	4004355	-1
gene-LOC120908503	4004791	4018076	-1
gene-LOC120896747	4019324	4030944	-1
gene-LOC120896739	4021128	4027057	-1
gene-LOC120894194	4038300	4053048	-1
gene-LOC120894193	4054677	4064135	-1
gene-LOC120896537	4068405	4069641	-1
gene-LOC120897384	4072903	4085618	-1
gene-LOC120897383	4080101	4087028	1
gene-LOC120896788	4089796	4093209	1
gene-LOC120896773	4093194	4096800	-1
gene-LOC120896815	4096741	4098678	-1
gene-LOC120896865	4099137	4100407	-1
gene-LOC120896845	4100868	4121828	1
gene-LOC120896806	4124572	4126403	1
gene-LOC120896797	4126523	4128341	-1
gene-LOC120896833	4128455	4132181	1
gene-LOC120896763	4128660	4130601	1
gene-LOC120896876	4131323	4133149	-1
gene-LOC120896759	4133256	4137219	-1
gene-LOC120897832	4137684	4138903	1
gene-LOC120897831	4138898	4140770	-1
gene-LOC120897827	4140956	4143873	1
gene-LOC120897833	4143860	4144648	-1
gene-LOC120897826	4144688	4148016	1
gene-LOC120897830	4148007	4149080	-1
gene-LOC120897829	4150441	4151865	1
gene-LOC120897828	4151845	4153497	-1
gene-LOC120897834	4153735	4154392	1
gene-LOC120893635	4157752	4159054	-1
gene-LOC120894777	4279186	4330234	-1
gene-LOC120908878	4425412	4439541	-1
gene-LOC120896175	4464832	4486445	1
gene-LOC120896830	4488557	4500896	1
gene-LOC120896502	4505036	4506845	-1
gene-LOC120896737	4507437	4597061	-1
gene-LOC120896738	4528283	4529191	-1
gene-LOC120896740	4541261	4563802	-1
gene-LOC120895857	4598972	4601013	-1
gene-LOC120894485	4604946	4609544	-1
gene-LOC120898298	4625880	4679814	1
gene-LOC120898300	4679946	4681297	-1
gene-LOC120895961	4681622	4684027	1
gene-LOC120896435	4683899	4685124	-1
gene-LOC120905544	4686803	4689649	-1
gene-LOC120905538	4689977	4693515	-1
gene-LOC120895853	4694195	4695671	-1
gene-LOC120895885	4695354	4696332	1
gene-LOC120895872	4696669	4697877	1
gene-LOC120895812	4698532	4725601	-1
gene-LOC120895845	4725768	4727032	-1
gene-LOC120895875	4727316	4728398	1
gene-LOC120895827	4728498	4731869	1
gene-LOC120895859	4731920	4739367	-1
gene-LOC120895835	4739566	4741184	1
gene-LOC120893629	4744321	4768446	1
gene-LOC120898280	4769124	4785447	1
gene-LOC120898282	4786488	4877776	-1
gene-LOC120898293	4820639	4945385	1
gene-LOC120898286	4887579	4947025	-1
gene-LOC120898284	4947221	4952911	-1
gene-LOC120898285	4953133	4955607	1
gene-LOC120898288	4955888	4958358	1
gene-LOC120898290	4958472	4960819	1
gene-LOC120898287	4961182	4962494	1
gene-LOC120898281	4962484	4964089	-1
gene-LOC120898283	4964764	5014798	1
gene-LOC120898295	5014808	5028653	1
gene-LOC120898294	5015315	5021574	1
gene-LOC120898291	5033740	5036009	1
gene-LOC120898279	5036142	5096354	-1
gene-LOC120898292	5097008	5105925	-1
gene-LOC120898289	5106696	5108285	-1
gene-LOC120897184	5113686	5119885	1
gene-LOC120897747	5119964	5120572	-1
gene-LOC120898307	5121972	5123148	1
gene-LOC120898308	5123324	5124299	1
gene-LOC120898306	5124410	5126418	1
gene-LOC120898304	5126559	5144113	-1
gene-LOC120896036	5144528	5155083	1
gene-LOC120896035	5155155	5158449	-1
gene-LOC120896037	5158489	5159349	1
gene-LOC120896033	5159673	5173213	-1
gene-LOC120896038	5161496	5163327	1
gene-LOC120893596	5173730	5175106	1
gene-LOC120896553	5175406	5176591	1
gene-LOC120898428	5178315	5184790	1
gene-LOC120898429	5184964	5186373	-1
gene-LOC120898427	5186489	5188851	-1
gene-LOC120898426	5188746	5191264	1
gene-LOC120898425	5191268	5208682	-1
gene-LOC120898422	5208863	5219129	-1
gene-LOC120898423	5219577	5231535	-1
gene-LOC120897290	5233097	5243756	1
gene-LOC120897319	5243854	5246858	-1
gene-LOC120897320	5247038	5250373	-1
gene-LOC120897154	5250949	5259753	1
gene-LOC120897156	5256285	5261673	-1
gene-LOC120897158	5262862	5264431	1
gene-LOC120897155	5264978	5270025	1
gene-LOC120897157	5269952	5275935	-1
gene-LOC120894146	5278263	5280084	-1
gene-LOC120894145	5280199	5288020	1
gene-LOC120896135	5288558	5298292	1
gene-LOC120896139	5298579	5309906	1
gene-LOC120896136	5302506	5307612	-1
gene-LOC120896137	5309998	5317364	1
gene-LOC120896138	5317445	5319533	-1
gene-LOC120896124	5326832	5340372	1
gene-LOC120893643	5341177	5352438	1
gene-LOC120898256	5353073	5417511	-1
gene-LOC120905705	5431251	5443999	-1
gene-LOC120894205	5444964	5446858	1
gene-LOC120894206	5446911	5448071	-1
gene-LOC120894204	5448463	5451299	1
gene-LOC120896487	5457893	5519400	1
gene-LOC120896964	5524322	5530735	1
gene-LOC120896969	5530833	5533045	1
gene-LOC120896965	5533146	5555806	-1
gene-LOC120896968	5556362	5560178	-1
gene-LOC120894962	5561951	5572828	1
gene-LOC120894959	5573262	5576868	-1
gene-LOC120894963	5577299	5579053	1
gene-LOC120894970	5579070	5580575	-1
gene-LOC120894961	5580860	5586312	1
gene-LOC120894966	5583978	5585301	1
gene-LOC120894964	5586309	5588549	-1
gene-LOC120894960	5589320	5593635	-1
gene-LOC120894968	5594623	5595397	-1
gene-LOC120894967	5596810	5597909	-1
gene-LOC120894969	5599992	5601043	-1
gene-LOC120893940	5604660	5605955	-1
gene-LOC120893941	5606729	5607803	-1
gene-LOC120896450	5608418	5609461	-1
gene-LOC120901421	5611741	5618565	1
gene-LOC120901214	5618697	5625476	-1
gene-LOC120901113	5626119	5628689	-1
gene-LOC120897224	5629544	5643032	-1
gene-LOC120897223	5654468	5661527	1
gene-LOC120897222	5661693	5669815	1
gene-LOC120897225	5674912	5696134	1
gene-LOC120908511	5707466	5711014	1
gene-LOC120908506	5710142	5712730	-1
gene-LOC120908496	5713212	5723982	-1
gene-LOC120908513	5720851	5722815	1
gene-LOC120896466	5725211	5727135	-1
gene-LOC120896302	5727456	5729457	-1
gene-LOC120893944	5729713	5737657	1
gene-LOC120894366	5737642	5738391	-1
gene-LOC120894008	5738396	5740453	1
gene-LOC120894278	5740440	5741110	-1
gene-LOC120894207	5741609	5742958	1
gene-LOC120894134	5742888	5744164	-1
gene-LOC120896893	5764854	5767156	1
gene-LOC120896733	5767641	5795596	-1
gene-LOC120894886	5803136	5808920	1
gene-LOC120896393	5818345	5822002	-1
gene-LOC120903663	5822641	5840637	1
gene-LOC120898810	5865804	5922810	1
gene-LOC120898809	5922778	5925993	-1
gene-LOC120896177	5926129	5927739	1
gene-LOC120896176	5927736	5930106	-1
gene-LOC120894499	5930547	5945849	-1
gene-LOC120894267	5954359	5956220	1
gene-LOC120897629	5957991	5959480	-1
gene-LOC120896947	5969034	5973009	-1
gene-LOC120893972	5973438	5974403	1
gene-LOC120893965	5974538	5977659	1
gene-Trnad-guc	5976853	5976924	-1
gene-LOC120893974	5977620	5980143	-1
gene-LOC120893973	5981248	5981906	-1
gene-LOC120893964	5982221	5985579	1
gene-LOC120893967	5987132	5991175	1
gene-LOC120893968	5992249	5999753	-1
gene-LOC120893970	5992463	5993862	-1
gene-LOC120893966	5993932	5996373	-1
gene-LOC120896461	6000037	6004144	1
gene-LOC120893969	6004254	6006361	1
gene-LOC120893971	6006428	6008290	1
gene-LOC120895749	6009460	6011146	1
gene-LOC120895748	6011188	6014342	-1
gene-LOC120895750	6015177	6025348	1
gene-LOC120894846	6026792	6028421	1
gene-LOC120893948	6028522	6030736	-1
gene-LOC120893950	6030455	6031032	1
gene-LOC120893949	6031224	6034695	1
gene-LOC120893947	6034686	6037702	-1
gene-LOC120895385	6038122	6048826	1
gene-LOC120895386	6040441	6042821	-1
gene-LOC120908400	6054843	6083527	1
gene-LOC120893465	6085935	6123802	1
gene-LOC120893464	6123806	6128049	-1
gene-LOC120894592	6141445	6142518	1
gene-LOC120896880	6150534	6153692	1
gene-LOC120895648	6153754	6160690	-1
gene-LOC120898624	6160961	6167765	-1
gene-LOC120898623	6168556	6188125	-1
gene-LOC120902447	6188427	6199920	1
gene-LOC120902409	6190878	6211320	-1
gene-Trnat-cgu	6198936	6199007	-1
gene-LOC120902440	6211804	6214160	-1
gene-LOC120902467	6218325	6220943	1
gene-LOC120902430	6232024	6238718	1
gene-LOC120902458	6242523	6246696	-1
gene-LOC120907314	6258964	6318140	1
gene-LOC120908782	6319906	6343233	1
gene-LOC120898073	6348004	6362976	1
gene-LOC120898077	6363094	6363789	-1
gene-LOC120898076	6364054	6366908	1
gene-LOC120898075	6367121	6369880	1
gene-LOC120898074	6369952	6374058	-1
gene-LOC120894662	6376038	6379594	-1
gene-LOC120894663	6380956	6382442	-1
gene-LOC120894974	6383899	6392226	1
gene-LOC120895184	6397304	6409495	1
gene-LOC120895185	6409526	6428998	-1
gene-LOC120896144	6437529	6439378	-1
gene-LOC120896143	6439495	6441790	-1
gene-LOC120896145	6442872	6443624	-1
gene-LOC120895229	6444484	6445396	-1
gene-LOC120894903	6448285	6512756	-1
gene-LOC120893367	6514324	6516951	-1
gene-LOC120893368	6517028	6518944	1
gene-LOC120893370	6520481	6525119	-1
gene-LOC120893366	6524252	6527833	1
gene-LOC120893369	6527046	6528649	-1
gene-LOC120897349	6530079	6563770	1
gene-Trnam-cau	6560629	6560701	-1
gene-LOC120897351	6564409	6570471	1
gene-LOC120897348	6570654	6658262	-1
gene-LOC120893782	6658805	6679508	-1
gene-LOC120896025	6686682	6690931	1
gene-LOC120896022	6691317	6693172	1
gene-LOC120896020	6693271	6696121	1
gene-LOC120896023	6696236	6698821	-1
gene-LOC120896021	6699141	6701576	1
gene-LOC120896019	6701115	6705624	-1
gene-LOC120896024	6705829	6712372	-1
gene-LOC120896900	6718065	6728206	-1
gene-LOC120897109	6740195	6757169	1
gene-LOC120908459	6854205	6855259	-1
gene-LOC120908458	6855499	6857586	1
gene-LOC120908460	6860471	6862061	1
gene-LOC120908457	6862476	6867156	-1
gene-LOC120896183	6867961	6871587	1
gene-LOC120908522	6881208	6893758	1
gene-LOC120908526	6882244	6883091	-1
gene-LOC120908527	6893583	6894710	-1
gene-LOC120908523	6898266	6906855	1
gene-LOC120908524	6907725	6909394	-1
gene-LOC120908525	6909504	6910972	-1
gene-LOC120894378	6915293	6916525	1
gene-LOC120894380	6916461	6917655	-1
gene-LOC120895940	6928782	6929831	1
gene-LOC120894557	6930807	6936088	-1
gene-LOC120894594	6936939	7029482	-1
gene-LOC120898325	7048079	7084671	-1
gene-LOC120895824	7089877	7101033	-1
gene-LOC120896255	7105404	7110982	-1
gene-LOC120896554	7111738	7115435	-1
gene-LOC120896254	7116467	7123575	-1
gene-LOC120896141	7129980	7140826	-1
gene-LOC120903983	7143069	7146531	1
gene-LOC120903872	7146663	7151429	-1
gene-LOC120903864	7151461	7156671	1
gene-LOC120903968	7156748	7160700	-1
gene-LOC120903935	7161019	7166212	1
gene-LOC120903897	7166306	7170389	-1
gene-LOC120904000	7170702	7171409	1
gene-LOC120903916	7172561	7175270	1
gene-LOC120903887	7176027	7178151	1
gene-LOC120903926	7178131	7194115	-1
gene-LOC120899230	7195685	7195850	-1
gene-LOC120893687	7197002	7203764	1
gene-LOC120899231	7201182	7201347	1
gene-LOC120893686	7203747	7205518	-1
gene-LOC120894139	7205778	7213315	-1
gene-LOC120908593	7214517	7217889	1
gene-LOC120908596	7218273	7219557	-1
gene-LOC120908594	7219645	7221019	1
gene-LOC120908595	7221017	7222098	-1
gene-LOC120894684	7256863	7435144	1
gene-LOC120894683	7418882	7421109	-1
gene-LOC120897261	7436116	7438377	1
gene-LOC120896980	7443693	7449578	1
gene-LOC120894075	7451932	7490760	1
gene-LOC120894076	7490858	7492400	1
gene-LOC120897648	7493622	7558899	-1
gene-LOC120896498	7524139	7528224	-1
gene-LOC120897650	7530231	7531267	-1
gene-LOC120897651	7533048	7534082	-1
gene-LOC120897652	7535811	7536807	-1
gene-LOC120897653	7540589	7541507	1
gene-LOC120896551	7564502	7567091	-1
gene-LOC120896992	7608458	7614360	-1
gene-LOC120896521	7620319	7624806	-1
gene-LOC120898687	7624686	7627361	-1
gene-LOC120898688	7627815	7639395	1
gene-LOC120908661	7651525	7669639	-1
gene-LOC120895710	7687162	7714735	1
gene-LOC120893371	7721071	7845471	-1
gene-LOC120893372	7736065	7738078	1
gene-LOC120895664	7886223	7887964	-1
gene-LOC120908516	7936789	7942204	1
gene-LOC120908515	7942924	8100323	-1
gene-LOC120894035	8102039	8105982	1
gene-LOC120894036	8106004	8107082	-1
gene-LOC120900882	8127161	8324768	-1
gene-LOC120896364	8324986	8328036	-1
gene-LOC120893799	8328298	8329152	1
gene-LOC120896543	8329506	8334442	-1
gene-LOC120893798	8334459	8339201	1
gene-LOC120896382	8340805	8393075	1
gene-LOC120896959	8409418	8546873	1
gene-LOC120894922	8547963	8553469	1
gene-LOC120906142	8559589	8650720	1
gene-LOC120906169	8583241	8591017	1
gene-LOC120906201	8650869	8651899	-1
gene-LOC120894155	8652009	8653279	1
gene-LOC120898759	8653728	8662827	1
gene-LOC120898758	8662942	8672054	-1
gene-LOC120898760	8672129	8672806	-1
gene-LOC120893355	8673274	8676016	1
gene-LOC120893359	8676006	8677687	-1
gene-LOC120893358	8677943	8679706	1
gene-LOC120893356	8680076	8696127	1
gene-LOC120897577	8697518	8702747	1
gene-LOC120897578	8702832	8705919	1
gene-LOC120897585	8706019	8708214	1
gene-LOC120897579	8710572	8714891	1
gene-LOC120897582	8716993	8720451	-1
gene-LOC120897575	8720747	8728209	-1
gene-LOC120897583	8728477	8729476	1
gene-LOC120897584	8729511	8730512	-1
gene-LOC120897580	8733175	8747916	1
gene-LOC120897581	8749719	8751902	-1
gene-Trnad-guc-2	8750368	8750439	1
gene-LOC120897576	8752233	8787714	-1
gene-LOC120897586	8768857	8769436	-1
gene-LOC120897587	8778851	8779458	-1
gene-LOC120897589	8784703	8786521	1
gene-LOC120908855	8789778	8791414	-1
gene-LOC120908854	8791519	8793680	1
gene-LOC120908852	8793666	8795603	-1
gene-LOC120908853	8795810	8797945	1
gene-LOC120897667	8798932	8800807	1
gene-LOC120898715	8802126	8803997	1
gene-LOC120898716	8804004	8806453	-1
gene-LOC120898718	8806503	8808318	1
gene-LOC120898713	8808398	8905594	-1
gene-LOC120898717	8819149	8820746	1
gene-LOC120898719	8878448	8879865	1
gene-LOC120895810	8906464	8908408	1
gene-LOC120895811	8914260	8937219	-1
gene-LOC120902341	8940031	8955421	1
gene-LOC120896458	8957230	8959237	-1
gene-LOC120896727	8960663	8964134	1
gene-LOC120896728	8964264	8967239	1
gene-LOC120896730	8967248	8968816	-1
gene-LOC120896732	8968863	8970469	-1
gene-LOC120896729	8970566	8972934	-1
gene-LOC120896731	8972991	8974457	1
gene-LOC120896726	8974598	8996318	1
